nav_id,lon,lat,order
0,-80.1150898,26.7877536,0
1871,-80.11522686732211,26.78805011133264,1
1819,-80.11521954538999,26.788055543853428,2
1870,-80.11522622733288,26.788132633400352,3
1873,-80.11531817665653,26.78813320774502,4
1822,-80.11531149465135,26.788056118200906,5
1872,-80.11531881657926,26.788050685675262,6
1869,-80.1153237411479,26.787976343158245,7
1821,-80.11531213457678,26.7879735961304,8
1867,-80.11523179195052,26.78797576882029,9
1820,-80.1152201853819,26.787973021784964,10
1868,-80.11532438106224,26.78789382108653,11
1866,-80.11533510363088,26.787658023895986,12
1824,-80.11533301447352,26.787578388192216,13
1865,-80.11533574352818,26.787575501820307,14
1823,-80.11533365437012,26.787495866115663,15
1830,-80.11533843441036,26.78741084818984,16
1829,-80.11533907429842,26.787328326111215,17
1795,-80.11527011589018,26.78689787388859,18
1798,-80.11536206421985,26.78689844818035,19
1797,-80.11536270407659,26.78681592609523,20
1796,-80.1152707558134,26.78681535180551,21
1799,-80.11528465604417,26.786540583899082,22
1802,-80.11537660408628,26.786541158174348,23
1801,-80.1153772439226,26.78645863608473,24
1800,-80.11528529594698,26.78645806181152,25
1807,-80.11530402623103,26.786108483912372,26
1810,-80.11539597392542,26.786109058166524,27
1809,-80.11539661373575,26.786026536071443,28
1808,-80.11530466610783,26.786025961819345,29
2062,-80.13254771229356,26.79694400048498,30
2069,-80.1327669852449,26.797152947250474,31
2070,-80.13285894227208,26.79715351038378,32
2056,-80.13338596773973,26.797647149801612,33
2059,-80.13347792518049,26.79764771254256,34
2048,-80.13400260778245,26.79806189000213,35
2051,-80.13409456557265,26.798062452350692,36
2040,-80.13441485781053,26.798340400136162,37
2043,-80.13450681583534,26.79834096222242,38
2044,-80.13483384784216,26.798616040272503,39
2047,-80.13492580609943,26.79861660209202,40
2052,-80.13524328787025,26.79889212040564,41
2055,-80.13533524636011,26.798892681964613,42
2072,-80.13586531791343,26.799310410607916,43
2075,-80.1359572767557,26.799310971771032,44
2036,-80.13649715796015,26.799728420813484,45
2039,-80.13658911715488,26.79972898157436,46
2032,-80.1367181779781,26.799870860885456,47
2035,-80.13681013729303,26.799871421505554,48
2470,-80.13720768202172,26.800201328971557,49
2469,-80.13711572243108,26.800200768603254,50
2468,-80.13711509794503,26.80028329101227,51
2471,-80.1372070576022,26.800283851382567,52
2452,-80.13730379801835,26.800265671075877,53
2456,-80.13772566209911,26.800467318793647,54
2480,-80.14214835068469,26.803451629843696,55
2479,-80.1421489716136,26.803369107362276,56
2478,-80.14205700934856,26.803368550142114,57
2483,-80.14153449029853,26.803049830034883,58
2482,-80.1415351116609,26.80296730756208,59
2481,-80.14144314973476,26.80296674995094,60
2486,-80.14089413988714,26.802608750234217,61
2485,-80.14089476170106,26.80252622777016,62
2484,-80.14080280014615,26.802525669751603,63
2474,-80.14030255951,26.802208780418386,64
2473,-80.14030318174132,26.8021262579625,65
2472,-80.14021122052328,26.802125699567434,66
2467,-80.13969583912441,26.801801640607277,67
2466,-80.13969646178384,26.801719118159824,68
2465,-80.13960450090885,26.80171855937855,69
2464,-80.13906334872435,26.801382050804193,70
2463,-80.1390639718302,26.801299528365586,71
2462,-80.13897201130891,26.801298969181623,72
2461,-80.13844122832886,26.80096417099786,73
2460,-80.13844185187364,26.800881648567902,74
2459,-80.13834989170444,26.800881088987975,75
2458,-80.13781699793417,26.800550401192183,76
2457,-80.13781762191951,26.80046787877099,77
2455,-80.13739575766589,26.800266231323285,78
2454,-80.13739638194839,26.800183708907955,79
2453,-80.13730442236738,26.80018314866254,80
2477,-80.13732088757672,26.80010924134619,81
2476,-80.13722955245657,26.800026158639643,82
2142,-80.13737794830588,26.79963792111047,83
2145,-80.137469907449,26.79963848129763,84
2144,-80.13747053166087,26.799555958873366,85
2143,-80.13737857258428,26.799555398688206,86
2162,-80.13757229860961,26.799072121184437,87
2165,-80.1376642573012,26.799072681234485,88
2164,-80.13766488135713,26.798990158799402,89
2163,-80.13757292273208,26.798989598751348,90
2136,-80.13777415893372,26.798463741261582,91
2139,-80.13786611713962,26.798464301168828,92
2138,-80.13786674103305,26.798381778722252,93
2137,-80.13777478289366,26.798381218817,94
2133,-80.13790737914722,26.798063121312488,95
2134,-80.13790800299994,26.797980598860338,96
2135,-80.13799996081951,26.797981158671362,97
2140,-80.13797902925951,26.79785375133976,98
2141,-80.13797965305473,26.797771228883615,99
2158,-80.13811703956152,26.797244731395484,100
2161,-80.13820899679284,26.797245291056598,101
2160,-80.13820962040519,26.797162768588358,102
2159,-80.13811766324042,26.79716220892924,103
2166,-80.13824995026843,26.795659621464583,104
2167,-80.13825057380832,26.795577098976967,105
2157,-80.13863544350954,26.78840763088921,106
2156,-80.13863606657472,26.7883251083087,107
2175,-80.13864605344091,26.78822120088516,108
2174,-80.13864667649337,26.788138678302253,109
2153,-80.13860557337007,26.78807817089732,110
2150,-80.1385136235188,26.788077611670214,111
2151,-80.13851424666318,26.787995089088504,112
2179,-80.13869591315628,26.787442490866564,113
2178,-80.13869653615164,26.787359968273492,114
2149,-80.13892501292817,26.786636900791642,115
2148,-80.1389256357361,26.786554378184203,116
2132,-80.1390756428206,26.786216100742802,117
2131,-80.13907626550824,26.786133578127195,118
2096,-80.13928806267847,26.785647290674007,119
2095,-80.13928868519713,26.785564768047156,120
2092,-80.13945722252267,26.78508485061882,121
2091,-80.13945784490382,26.78500232798173,122
